OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
356597,1227,-37.8525159174444,145.152008160861,1227,1157,BURWOOD ROAD btwn BLACKBURN ROAD & SPRINGVALE ROAD,EAST BOUND,25000,E,23000,609,E,0.03,47000,,,-0.004,0.003,2017,"23,000* (3% 609*) EAST BOUND"
356598,1229,-37.8888443374187,145.292266724759,1229,1165,BURWOOD HIGHWAY btwn GLENFERN ROAD & BRENOCK PARK DRIVE,EAST BOUND,21000,E,19000,1000,E,0.06,38000,,,0.019,0.008,2017,"19,000* (6% 1,000*) EAST BOUND"
356599,1233,-36.7583397102336,144.287418671722,1233,1174,MCIVOR ROAD btwn CHAPEL STREET & POWELLS AVENUE,EAST BOUND,8500,E,9000,461,E,0.06,18000,,,-0.002,0.02,2017,"9,000* (5% 461*) EAST BOUND"
356600,1576,-37.8692612262801,142.301161574599,1576,1185,HAMILTON HIGHWAY btwn PENSHURST-DUNKELD ROAD & BOUNDARY ROAD,NORTH EAST BOUND,412,E,436,90,E,0.25,900,,,0.018000000000000002,0.004,2017,436* (21% 90*) NORTH EAST BOUND
356601,1579,-37.997237249403,143.051498583533,1579,1194,HAMILTON HIGHWAY btwn DARLINGTON ROAD & MAIN STREET,EAST BOUND,862,E,913,212,E,0.29,1800,,,0.042,0.005,2017,913* (23% 212*) EAST BOUND
356602,858,-37.9544928973351,143.390366040824,858,1203,HAMILTON HIGHWAY btwn LISMORE-PITFIELD ROAD & STRATHVEN ROAD,EAST BOUND,715,E,757,186,E,0.3,1500,,,0.02,0.002,2017,757* (25% 186*) EAST BOUND
356603,1048,-38.1007888795889,144.058288862625,1048,1212,HAMILTON HIGHWAY btwn HIGH STREET & UNNAMED,EAST BOUND,1700,E,1800,260,E,0.18,3700,,,0.006,0.009000000000000001,2017,"1,800* (14% 260*) EAST BOUND"
356604,864,-38.145375615009,144.335464250484,864,1220,ABERDEEN STREET btwn SHANNON AVENUE & PAKINGTON STREET,EAST BOUND,7600,E,8100,519,E,0.08,16000,,,0.025,0.003,2017,"8,100* (6% 519*) EAST BOUND"
356605,1578,-38.0779290097231,142.813982241099,1578,1193,HAMILTON HIGHWAY btwn SHAW STREET & DARLINGTON ROAD,EAST BOUND,1100,E,1100,243,E,0.26,2200,,,0.042,0.008,2017,"1,100* (22% 243*) EAST BOUND"
356606,1241,-37.9517472446487,143.348479020872,1241,1202,HAMILTON HIGHWAY btwn CEMETERY ROAD & LISMORE-PITFIELD ROAD,EAST BOUND,1200,E,1300,298,E,0.29,2500,,,0.02,0.003,2017,"1,300* (23% 298*) EAST BOUND"
356607,860,-38.1005775922217,144.043487805941,860,1210,HIGH STREET btwn HAMILTON HIGHWAY & DUNDAS STREET,EAST BOUND,1600,E,1700,315,E,0.23,3400,,,0.012,0.006,2017,"1,700* (19% 315*) EAST BOUND"
356608,1582,-38.1446104481151,144.32907119453,1582,1219,ABERDEEN STREET btwn MINERVA ROAD & SHANNON AVENUE,EAST BOUND,6600,E,7000,445,E,0.08,14000,,,0.009000000000000001,0.01,2017,"7,000* (6% 445*) EAST BOUND"
356609,1051,-36.2341461046922,146.990249579017,1051,1227,KIEWA VALLEY HIGHWAY btwn LINDSAY ROAD & KIEWA EAST ROAD,SOUTH BOUND,1900,E,2000,224,E,0.14,4000,,,0.024,0.004,2017,"2,000* (11% 224*) SOUTH BOUND"
356610,844,-37.048406306462,143.816834958028,844,1127,SIMSON STREET btwn BUCKNALL STREET & NEWSTEAD STREET,EAST BOUND,1000,E,1100,107,E,0.12,2100,,,0.025,0.007,2017,"1,100* (10% 107*) EAST BOUND"
356611,846,-37.0668026736666,144.216590358643,846,1136,DUKE STREET btwn BARKER STREET & HALLETT COURT,EAST BOUND,4200,E,4500,329,E,0.09,9000,,,0.007,0.007,2017,"4,500* (7% 329*) EAST BOUND"
356612,848,-37.8449051463153,145.040893782633,848,1145,TOORAK ROAD btwn AUBURN ROAD & TOORONGA ROAD,EAST BOUND,13000,E,12000,410,E,0.04,27000,,,-0.008,0.006,2017,"12,000* (3% 410*) EAST BOUND"
356613,851,-37.8504852384193,145.11996485909,851,1154,BURWOOD ROAD btwn STATION STREET & MIDDLEBOROUGH ROAD,EAST BOUND,20000,A,18000,998,E,0.06,38000,1100,1900,-0.001,0.001,2017,"18,000 (6% 998*) EAST BOUND"
356614,1570,-37.8825892098442,145.277740970907,1570,1163,BURWOOD HIGHWAY btwn FERNTREE GULLY ROAD & DORSET ROAD,SOUTH EAST BOUND,26000,E,24000,1000,E,0.05,49000,,,-0.005,0.004,2017,"24,000* (4% 1,000*) SOUTH EAST BOUND"
356615,1573,-36.7634712217512,144.27058090971,1573,1172,HIGH STREET btwn DON STREET & CHAPEL STREET,NORTH EAST BOUND,11000,E,12000,725,E,0.08,24000,,,0.026000000000000002,0.011000000000000001,2017,"12,000* (6% 725*) NORTH EAST BOUND"
356616,1538,-36.3786397091475,142.992583480778,1538,863,SUNRAYSIA HIGHWAY btwn RAY COURT & UNNAMED,SOUTH EAST BOUND,463,E,490,152,E,0.38,990,,,0.006,0.01,2017,490* (31% 152*) SOUTH EAST BOUND
356617,1542,-37.0833251271723,143.472593635847,1542,873,HIGH STREET btwn HIGH STREET & BRIDPORT STREET,SOUTH BOUND,741,E,785,167,E,0.26,1600,,,0.026000000000000002,0.002,2017,785* (21% 167*) SOUTH BOUND
356618,1004,-38.6075161306299,145.607130785159,1004,949,BASS HIGHWAY btwn ULLATHORNES ROAD & INVERLOCH ROAD,EAST BOUND,4200,E,4400,290,E,0.08,8900,,,0.049,0.01,2017,"4,400* (7% 290*) EAST BOUND"
356619,1197,-37.8150129830583,145.099384134902,1197,1022,WHITEHORSE ROAD btwn ELGAR ROAD & UNION ROAD,EAST BOUND,9600,E,8700,471,E,0.06,17000,,,-0.012,0.007,2017,"8,700* (5% 471*) EAST BOUND"
356620,1200,-37.8163662258654,145.193664165214,1200,1031,WHITEHORSE ROAD btwn DEEP CREEK ROAD & MITCHAM ROAD,EAST BOUND,23000,A,20000,1100,E,0.06,41000,1300,1900,-0.021,0.009000000000000001,2017,"20,000 (6% 1,100*) EAST BOUND"
356621,823,-37.7978751942585,145.254044474279,823,1039,WHITEHORSE ROAD btwn KALINDA ROAD & OBAN ROAD,NORTH EAST BOUND,29000,E,26000,1400,E,0.06,52000,,,0.017,0.006,2017,"26,000* (5% 1,400*) NORTH EAST BOUND"
356622,1552,-37.7571171933379,145.341246456815,1552,1048,MAROONDAH HIGHWAY btwn MAIN STREET & JOHN STREET,NORTH EAST BOUND,16000,E,14000,931,E,0.07,28000,,,0.003,0.003,2017,"14,000* (7% 931*) NORTH EAST BOUND"
356623,1205,-37.7252012760573,145.378484232518,1205,1057,MAROONDAH HIGHWAY btwn KILLARA ROAD & STATION STREET,NORTH BOUND,8800,E,8000,622,E,0.09,16000,,,0.006,0.002,2017,"8,000* (8% 622*) NORTH BOUND"
356624,830,-37.6530327533626,145.51938020667,830,1066,NICHOLSON STREET btwn MAROONDAH HIGHWAY & WILSON STREET,NORTH EAST BOUND,5700,E,5100,317,E,0.07,10000,,,0.009000000000000001,0.002,2017,"5,100* (6% 317*) NORTH EAST BOUND"
356625,1209,-37.1525376847686,145.651154605093,1209,1075,MAROONDAH HIGHWAY btwn GOULBURN VALLEY HIGHWAY & ENDICOTT ROAD,NORTH WEST BOUND,1100,E,1200,151,E,0.16,2400,,,0.018000000000000002,0.005,2017,"1,200* (13% 151*) NORTH WEST BOUND"
356626,1018,-38.1517253366657,144.351974719418,1018,1091,MCKILLOP STREET btwn GHERINGHAP STREET & LATROBE TERRACE,EAST BOUND,6400,E,6700,1100,E,0.19,13000,,,0.019,0.002,2017,"6,700* (16% 1,100*) EAST BOUND"
356627,1559,-38.1582524039811,144.374756038749,1559,1097,ORMOND ROAD btwn QUEENSCLIFF ROAD & MCKILLOP STREET,SOUTH EAST BOUND,10000,E,11000,391,E,0.05,21000,,,0.097,0.027,2017,"11,000* (4% 391*) SOUTH EAST BOUND"
356628,1023,-38.2609633496081,144.608837796753,1023,1106,QUEENSCLIFF ROAD btwn POINT LONSDALE ROAD & QUEENSCLIFF-PORTARLINGTON ROAD,SOUTH EAST BOUND,2200,E,2400,114,E,0.06,4800,,,0.002,0.008,2017,"2,400* (5% 114*) SOUTH EAST BOUND"
356629,1026,-37.0913782789219,143.485641434699,1026,1118,PYRENEES HIGHWAY btwn BRIDPORT STREET & ELGIN ROAD,EAST BOUND,896,E,949,131,E,0.17,1800,,,0.03,0.007,2017,949* (14% 131*) EAST BOUND
356630,1563,-37.0443734807507,143.827697316729,1563,1128,PYRENEES HIGHWAY btwn NEWSTEAD STREET & CREEK ROAD,EAST BOUND,775,E,821,101,E,0.15,1600,,,0.028,0.003,2017,821* (12% 101*) EAST BOUND
356631,1565,-37.0756984405057,144.242141940489,1565,1137,DUKE STREET btwn HALLETT COURT & EUREKA STREET,EAST BOUND,3500,E,3700,303,E,0.1,7400,,,0.008,0.004,2017,"3,700* (8% 303*) EAST BOUND"
356632,1254,-37.8244923900992,144.856475754634,1254,1289,WEST GATE FREEWAY btwn Millers Rd & Williamstown Rd,EAST BOUND,89000,E,80000,10000,E,0.15,163000,,,0.017,0.004,2017,"80,000* (13% 10,000*) EAST BOUND"
356633,1268,-37.7971632166127,145.131271697152,1268,1360,EASTERN FREEWAY btwn MIDDLEBOROUGH RD & STATION ST,EAST BOUND,83000,E,75000,3500,E,0.05,150000,,,0.029,0.005,2017,"75,000* (5% 3,500*) EAST BOUND"
356634,1594,-37.7931670400405,144.979843108847,1594,1335,ALEXANDRA PARADE btwn GEORGE STREET & QUEENS PARADE,EAST BOUND,39000,A,35000,3400,E,0.11,74000,2200,2300,0.004,0.003,2017,"35,000 (10% 3,400*) EAST BOUND"
356635,883,-37.7031668623215,145.089828064388,883,1394,GREENSBOROUGH HIGHWAY btwn GRIMSHAW STREET & WATSONIA ROAD,SOUTH BOUND,28000,E,25000,1600,E,0.07,49000,,,0.01,0.005,2017,"25,000* (6% 1,600*) SOUTH BOUND"
356636,1599,-37.6878921956955,144.997405821801,1599,1404,METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Onramp,EAST BOUND,55000,E,50000,3300,E,0.08,105000,,,0.024,0.004,2017,"50,000* (7% 3,300*) EAST BOUND"
356637,1280,-37.6922808673407,144.951034667301,1280,2662,WESTERN RING RD BTWN TULLAMARINE FREEWAY & COBURG-CRAIGIEBURN ROAD,WEST BOUND,77000,E,70000,8300,E,0.14,140000,,,0.035,0.008,2017,"70,000* (12% 8,300*) WEST BOUND"
356638,1281,-37.7385736620525,144.851102017605,1281,1442,WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD Onramp,SOUTH WEST BOUND,67000,E,60000,7400,E,0.14,118000,,,0.019,0.004,2017,"60,000* (12% 7,400*) SOUTH WEST BOUND"
356639,1080,-37.7533139161082,144.828642382248,1080,1446,WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,SOUTH WEST BOUND,58000,E,52000,5100,E,0.11,104000,,,0.015000000000000001,0.002,2017,"52,000* (10% 5,100*) SOUTH WEST BOUND"
356640,264,-37.2223464871253,145.436296972507,264,4942,YARRA GLEN-YEA ROAD btwn MELBA HIGHWAY & HEALESVILLE-KINGLAKE ROAD,SOUTH BOUND,1600,E,1600,384,E,0.28,3200,,,0.008,0.008,2017,"1,600* (24% 384*) SOUTH BOUND"
356641,1620,-37.831768367168,144.990803511528,1620,8882,SOUTHERN LINK TOLLWAY BTWN PUNT RD & BURNLEY RD,EAST BOUND,20000,E,18000,838,E,0.05,89000,,,0.022000000000000002,0.002,2017,"18,000* (5% 838*) EAST BOUND"
356642,910,-36.3835578234277,147.826334287119,910,1591,BENAMBRA-CORRYONG ROAD btwn BENAMBRA-CORRYONG ROAD Start & BENAMBRA-CORRYONG ROAD End,SOUTH BOUND,38,E,40,3,E,0.08,50,,,0.047,0.043000000000000003,2017,40* (8% 3*) SOUTH BOUND
356643,1856,-38.4439413926756,146.274875791097,1856,1601,BOOLARRA-FOSTER ROAD btwn GRAND RIDGE EAST ROAD & GRAND RIDGE ROAD,SOUTH BOUND,51,E,54,9,E,0.2,110,,,0.02,0.011000000000000001,2017,54* (17% 9*) SOUTH BOUND
356644,1651,-37.1128558662917,142.414733356373,1651,1611,MT VICTORY ROAD btwn LAKE WARTOOK ROAD & SILVERBAND ROAD,SOUTH EAST BOUND,142,E,150,12,E,0.1,300,,,0.013000000000000001,0.023,2017,150* (8% 12*) SOUTH EAST BOUND
356645,1653,-36.5267805339965,146.685443971588,1653,1631,GREAT ALPINE ROAD btwn PRINCE STREET & GLENROWAN-MYRTLEFORD ROAD,SOUTH EAST BOUND,2200,A,2400,267,E,0.14,4700,175,224,0.011000000000000001,0.004,2017,"2,400 (11% 267*) SOUTH EAST BOUND"
356646,1655,-36.5882603439762,146.761047733894,1655,1635,GREAT ALPINE ROAD btwn STATION STREET & HAPPY VALLEY ROAD,SOUTH EAST BOUND,1900,E,2000,213,E,0.13,4000,,,0.016,0.008,2017,"2,000* (11% 213*) SOUTH EAST BOUND"
356647,1865,-36.7278059920215,146.959335281354,1865,1644,HARRIETVILLE AVENUE btwn HOUGHS LANE & GAVAN STREET,EAST BOUND,1200,E,1300,109,E,0.11,2600,,,0.012,0.005,2017,"1,300* (8% 109*) EAST BOUND"
356648,1866,-37.1008914276236,148.252076003157,1866,1657,DEDDICK RIVER ROAD btwn GELANTIPY ROAD & ORBOST-BONANG ROAD,EAST BOUND,9,E,9,2,E,0.22,20,,,-0.015000000000000001,0.028,2017,9* (22% 2*) EAST BOUND
356649,1286,-36.7431748455972,147.168274981847,1286,1666,BOGONG AVENUE btwn LAKESIDE AVENUE & TAWONGA CRESCENT,EAST BOUND,305,E,323,30,E,0.11,620,,,0.013000000000000001,0.002,2017,323* (9% 30*) EAST BOUND
356650,2201,-37.4562352331943,144.579132836839,2201,1690,MT MACEDON ROAD btwn MACEDON-WOODEND HIGHWAY & CALDER FREEWAY,WEST BOUND,1800,E,1900,86,E,0.06,3700,,,0.01,0.005,2017,"1,900* (5% 86*) WEST BOUND"
356651,1466,-36.1224589580757,144.753339531488,1466,516,COBB HIGHWAY btwn COBB HIGHWAY Start & NORTHERN HIGHWAY,SOUTH BOUND,11000,E,12000,905,E,0.1,25000,,,0.019,0.004,2017,"12,000* (8% 905*) SOUTH BOUND"
356652,735,-36.4867955287997,144.613841863782,735,534,RAILWAY PLACE btwn NORTHERN HIGHWAY & ELMORE-RAYWOOD ROAD,SOUTH BOUND,2100,E,2200,413,E,0.23,4300,,,0.023,0.005,2017,"2,200* (19% 413*) SOUTH BOUND"
356653,933,-36.9051379774664,144.695489087995,933,542,NORTHERN HIGHWAY btwn BENNET STREET & MCIVOR HIGHWAY,SOUTH BOUND,2100,E,2200,401,E,0.22,4400,,,0.023,0.005,2017,"2,200* (18% 401*) SOUTH BOUND"
356654,935,-37.2716472212743,144.955484558169,935,553,NORTHERN HIGHWAY btwn NORTHERN HIGHWAY & SYDNEY STREET,SOUTH BOUND,6600,E,7000,644,E,0.11,14000,,,0.052000000000000005,0.01,2017,"7,000* (9% 644*) SOUTH BOUND"
356655,939,-36.9814182082378,145.141570238295,939,562,HUME FREEWAY btwn GOULBURN VALLEY HIGHWAY Onramp & GOULBURN VALLEY HIGHWAY,EAST BOUND,11000,E,11000,2400,E,0.25,22000,,,0.026000000000000002,0.002,2017,"11,000* (22% 2,400*) EAST BOUND"
356656,1139,-36.1100451369524,146.893947643237,1139,641,HIGH STREET btwn HUME FREEWAY & HUME FREEWAY,SOUTH BOUND,11000,E,12000,504,E,0.05,23000,,,-0.029,0.014,2017,"12,000* (4% 504*) SOUTH BOUND"
356657,767,-38.1210691092013,145.288205624939,767,672,SOUTH GIPPSLAND HIGHWAY btwn JENNIFER STREET & CAMERON STREET,SOUTH EAST BOUND,14000,E,12000,1300,E,0.12,19000,,,0.016,0.02,2017,"12,000* (11% 1,300*) SOUTH EAST BOUND"
356658,1497,-38.215284503105,145.497680843539,1497,682,SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & SOUTH GIPPSLAND HIGHWAY,SOUTH EAST BOUND,7400,E,6700,859,E,0.15,14000,,,0.007,0.002,2017,"6,700* (13% 859*) SOUTH EAST BOUND"
356659,1149,-38.4493794150977,145.836883436652,1149,695,SOUTH GIPPSLAND HIGHWAY btwn ANDERSON STREET & SILKSTONE ROAD,EAST BOUND,4000,E,4300,624,E,0.18,8400,,,0.025,0.004,2017,"4,300* (15% 624*) EAST BOUND"
356660,1500,-38.4879541815516,145.951822537511,1500,699,KOONAWARRA ROAD btwn SOUTH GIPPSLAND HIGHWAY & BLAIR STREET,SOUTH BOUND,5100,E,5400,556,E,0.13,11000,,,0.015000000000000001,0.005,2017,"5,400* (10% 556*) SOUTH BOUND"
356661,1033,-37.8454316473725,145.044982956802,1033,1146,TOORAK ROAD btwn TOORONGA ROAD & BURKE ROAD,EAST BOUND,13000,A,11000,389,E,0.04,25000,588,1300,-0.017,0.006,2017,"11,000 (4% 389*) EAST BOUND"
356662,1568,-37.8518832828337,145.13240043258,1568,1156,BURWOOD ROAD btwn MIDDLEBOROUGH ROAD & BLACKBURN ROAD,EAST BOUND,20000,E,18000,486,E,0.03,36000,,,-0.004,0.003,2017,"18,000* (3% 486*) EAST BOUND"
356663,1037,-37.8858254815951,145.284256751851,1037,1164,BURWOOD HIGHWAY btwn DORSET ROAD & GLENFERN ROAD,SOUTH EAST BOUND,28000,E,25000,1100,E,0.05,52000,,,0.001,0.002,2017,"25,000* (4% 1,100*) SOUTH EAST BOUND"
356664,1232,-36.7555112177459,144.284251882722,1232,1173,CHAPEL STREET btwn MCCRAE STREET & MCIVOR ROAD,SOUTH EAST BOUND,8900,E,9400,459,E,0.06,19000,,,0.028,0.006,2017,"9,400* (5% 459*) SOUTH EAST BOUND"
356665,855,-37.8710267329413,142.297710838677,855,1184,HAMILTON HIGHWAY btwn BELL STREET & PENSHURST-DUNKELD ROAD,NORTH EAST BOUND,490,E,519,132,E,0.31,1000,,,0.02,0.002,2017,519* (25% 132*) NORTH EAST BOUND
356666,1178,-38.220401473624,145.056808076949,1178,819,NEPEAN HIGHWAY btwn BUNGOWER ROAD & MAIN STREET,SOUTH WEST BOUND,16000,A,15000,845,E,0.07,31000,1100,1600,-0.002,0.012,2017,"15,000 (6% 845*) SOUTH WEST BOUND"
356667,1532,-36.2459559203921,142.401550295942,1532,828,DONALD ROAD btwn BORUNG HIGHWAY & GOVERNMENT ROAD,EAST BOUND,517,E,548,114,E,0.26,1100,,,-0.012,0.008,2017,548* (21% 114*) EAST BOUND
356668,1184,-36.2942954139206,143.017730865611,1184,836,BORUNG HIGHWAY btwn DONALD-SWANHILL ROAD & ST ARNAUD-WYCHEPROOF ROAD,EAST BOUND,181,E,191,41,E,0.26,390,,,0.016,0.005,2017,191* (21% 41*) EAST BOUND
356669,268,-37.7395095348202,144.948471111111,268,5463,BELL STREET btwn SUSSEX STREET & SYDNEY ROAD,EAST BOUND,20000,A,18000,693,E,0.04,37000,1200,1200,0.005,0.004,2017,"18,000 (4% 693*) EAST BOUND"
356670,80,-37.7451634780832,145.002838003334,80,5543,BELL STREET btwn HIGH STREET & PLENTY ROAD,EAST BOUND,28000,A,26000,1200,E,0.05,51000,1700,1700,0.004,0.002,2017,"26,000 (5% 1,200*) EAST BOUND"
356671,629,-37.7559389445308,145.055726546541,629,5631,BELL-BANKSIA LINK btwn UPPER HEIDELBERG ROAD & STUDLEY ROAD,SOUTH EAST BOUND,20000,A,18000,930,E,0.06,36000,1400,1300,-0.002,0.005,2017,"18,000 (5% 930*) SOUTH EAST BOUND"
356672,467,-37.804649245135,145.178046055947,467,5691,SPRINGVALE ROAD btwn EASTERN FREEWAY Onramp & SPRINGFIELD ROAD,SOUTH BOUND,30000,A,27000,1400,E,0.06,53000,2000,1700,-0.014,0.009000000000000001,2017,"27,000 (5% 1,400*) SOUTH BOUND"
356673,631,-37.8888856104115,145.164139920078,631,5779,SPRINGVALE ROAD btwn WAVERLEY ROAD & FERNTREE GULLY ROAD,SOUTH BOUND,29000,A,26000,1400,E,0.06,50000,2200,1600,0.004,0.004,2017,"26,000 (6% 1,400*) SOUTH BOUND"
356674,470,-37.9089058947427,145.160528923258,470,5823,SPRINGVALE ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp,SOUTH BOUND,26000,E,23000,1000,E,0.05,49000,,,-0.014,0.008,2017,"23,000* (4% 1,000*) SOUTH BOUND"
356675,87,-37.9785222309008,145.146949785345,87,5900,SPRINGVALE ROAD btwn CLARKE ROAD & SPRINGVALE BYPASS,SOUTH BOUND,14000,E,12000,661,E,0.06,23000,,,-0.009000000000000001,0.006,2017,"12,000* (6% 661*) SOUTH BOUND"
356676,284,-38.1228772980128,141.633989057169,284,6951,EDGAR STREET btwn HENTY HIGHWAY & OWEN STREET,SOUTH BOUND,1600,E,1700,382,E,0.28,3500,,,0.023,0.004,2017,"1,700* (22% 382*) SOUTH BOUND"
356677,90,-38.375720567433,142.230159074403,90,6989,ROSEBROOK ROAD btwn ALBERT STREET & ALBERT ROAD,NORTH BOUND,3400,E,3600,528,E,0.18,7300,,,0.018000000000000002,0.002,2017,"3,600* (15% 528*) NORTH BOUND"
356678,318,-37.7964949470411,144.896943324915,318,8255,GEELONG ROAD btwn DROOP STREET & BALLARAT ROAD,NORTH EAST BOUND,9900,E,8900,485,E,0.06,18000,,,0.009000000000000001,0.002,2017,"8,900* (5% 485*) NORTH EAST BOUND"
356679,503,-37.7889525300852,144.9379271057,503,8338,RACECOURSE ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY,EAST BOUND,19000,E,17000,920,E,0.06,34000,,,0.001,0.003,2017,"17,000* (5% 920*) EAST BOUND"
356680,690,-37.4327441837289,143.395354322107,690,345,WESTERN HIGHWAY btwn OLINDA STREET & WESTERN FREEWAY,EAST BOUND,3900,E,4100,1000,E,0.3,8400,,,0.029,0.007,2017,"4,100* (25% 1,000*) EAST BOUND"
356681,691,-37.5174707977164,143.826309162088,691,356,WESTERN FREEWAY btwn GILLIES STREET & WESTERN HIGHWAY Onramp,EAST BOUND,5900,E,6200,1400,E,0.27,12000,,,0.023,0.002,2017,"6,200* (22% 1,400*) EAST BOUND"
356682,348,-37.5590138420062,143.917815822093,348,364,WESTERN FREEWAY btwn BALLARAT-BURRUMBEET ROAD & WESTERN HIGHWAY,EAST BOUND,8200,E,8700,1500,E,0.21,17000,,,0.017,0.002,2017,"8,700* (17% 1,500*) EAST BOUND"
356683,156,-37.5882118898224,144.206817714617,156,375,WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Offramp,EAST BOUND,11000,E,12000,1800,E,0.19,24000,,,0.031,0.003,2017,"12,000* (15% 1,800*) EAST BOUND"
356684,354,-37.6354625393542,144.360779619878,354,384,WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Onramp,SOUTH EAST BOUND,12000,E,13000,2000,E,0.19,25000,,,0.02,0.003,2017,"13,000* (15% 2,000*) SOUTH EAST BOUND"
356685,543,-37.7421901365297,144.693024415509,543,403,WESTERN FREEWAY btwn WESTERN HIGHWAY Offramp & HOPKINS ROAD,EAST BOUND,33000,E,30000,2900,E,0.11,59000,,,0.042,0.003,2017,"30,000* (10% 2,900*) EAST BOUND"
356686,705,-37.7703806083548,144.79544059359,705,413,BALLARAT ROAD btwn WESTERN RING ROAD & WESTERN RING ROAD Offramp,EAST BOUND,28000,E,25000,1200,E,0.05,52000,,,0.011000000000000001,0.005,2017,"25,000* (5% 1,200*) EAST BOUND"
356687,709,-37.7813454382638,144.865417470672,709,422,BALLARAT ROAD btwn ASHLEY STREET & CHURCHILL AVENUE,EAST BOUND,16000,A,14000,787,E,0.06,34000,1300,933,0.003,0.003,2017,"14,000 (6% 787*) EAST BOUND"
356688,289,-38.3846371665959,142.532973995488,289,7064,PRINCES HIGHWAY WEST btwn RAGLAN PARADE & UNNAMED,EAST BOUND,7200,E,7600,769,E,0.12,15000,,,0.019,0.002,2017,"7,600* (10% 769*) EAST BOUND"
356689,293,-38.2412128968448,142.918502362441,293,7109,HIGH STREET btwn COBDEN-TERANG ROAD & BOURKES ROAD,EAST BOUND,2700,E,2800,425,E,0.18,5600,,,0.017,0.002,2017,"2,800* (15% 425*) EAST BOUND"
356690,644,-38.240426055749,143.159548704196,644,7175,PRINCES HIGHWAY WEST btwn MANIFOLD STREET & COBDEN-STONEYFORD ROAD,EAST BOUND,1500,E,1600,299,E,0.23,3200,,,0.005,0.007,2017,"1,600* (19% 299*) EAST BOUND"
356691,647,-38.3351079041768,143.609832365904,647,7265,PRINCES HIGHWAY WEST btwn MURRAY STREET & COLAC-BALLARAT ROAD,NORTH EAST BOUND,4600,E,4900,1500,E,0.39,9900,,,0.016,0.003,2017,"4,900* (31% 1,500*) NORTH EAST BOUND"
356692,300,-38.18072992085,144.350267088479,300,7425,SETTLEMENT ROAD btwn SETTLEMENT ROAD & SETTLEMENT ROAD,NORTH BOUND,15000,E,16000,875,E,0.07,39000,,,-0.016,0.01,2017,"16,000* (5% 875*) NORTH BOUND"
356693,492,-38.1425786536066,144.353520849457,492,7524,LATROBE TERRACE btwn LATROBE TERRACE & KEERA STREET,NORTH BOUND,25000,E,26000,4100,E,0.19,52000,,,-0.004,0.007,2017,"26,000* (16% 4,100*) NORTH BOUND"
356694,101,-38.1112121747569,144.353230404384,101,7597,MELBOURNE ROAD btwn MELBOURNE ROAD & MELBOURNE ROAD,NORTH BOUND,29000,E,31000,2800,E,0.11,31000,,,0.002,0.005,2017,"31,000* (9% 2,800*) NORTH BOUND"
356695,657,-38.0163598570158,144.460951800076,657,7775,PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & BEACH ROAD,NORTH EAST BOUND,29000,E,31000,4300,E,0.17,62000,,,0.028,0.002,2017,"31,000* (14% 4,300*) NORTH EAST BOUND"
356696,311,-37.9317453241225,144.624193445395,311,7857,PRINCES FREEWAY WEST btwn PRINCES HIGHWAY & WERRIBEE MAIN ROAD,EAST BOUND,31000,E,28000,2900,E,0.12,55000,,,0.032,0.002,2017,"28,000* (10% 2,900*) EAST BOUND"
356697,660,-37.8444949619344,144.785035003948,660,8038,PRINCES FREEWAY WEST btwn KEILOR-LAVERTON ROAD & PRINCES HIGHWAY WEST Onramp,NORTH EAST BOUND,84000,E,76000,6000,E,0.09,153000,,,0.028,0.003,2017,"76,000* (8% 6,000*) NORTH EAST BOUND"
356698,315,-37.8221658828833,144.82983378075,315,8146,GEELONG ROAD btwn GRIEVE PARADE & MCDONALD ROAD,EAST BOUND,27000,E,24000,3600,E,0.17,43000,,,0.041,0.012,2017,"24,000* (15% 3,600*) EAST BOUND"
356699,854,-37.867478751467,142.285028639338,854,1183,HAMILTON HIGHWAY btwn UNNAMED & BELL STREET,SOUTH BOUND,793,E,840,125,E,0.18,1700,,,0.02,0.002,2017,840* (15% 125*) SOUTH BOUND
